LineId,Label,Timestamp,Date,Node,Time,Type,Component,Level,Content,EventId
147698,-,1119803731,2005.06.26,R00-M1-N1-C:J10-U01,2005-06-26-09.35.31.807743,RAS,KERNEL,INFO,byte ordering exception.....................0,E34
265275,-,1120968491,2005.07.09,R24-M0-NA-C:J15-U11,2005-07-09-21.08.11.039149,RAS,KERNEL,INFO,generating core.31420,E168
144207,-,1119802830,2005.06.26,R07-M1-N5-C:J04-U01,2005-06-26-09.20.30.693140,RAS,KERNEL,INFO,generating core.17300,E168
215456,-,1120775987,2005.07.07,R20-M1-N7-C:J17-U01,2005-07-07-15.39.47.149682,RAS,KERNEL,INFO,650271792 double-hummer alignment exceptions,E6
398871,-,1122578925,2005.07.28,R35-M0-N3-C:J04-U11,2005-07-28-12.28.45.413833,RAS,KERNEL,INFO,generating core.6355,E168
533611,-,1131060746,2005.11.03,R67-M0-N6-C:J05-U11,2005-11-03-15.32.26.110678,RAS,KERNEL,INFO,iar 00106580 dear 02494c2c,E173
427429,-,1124304566,2005.08.17,R25-M0-N4-I:J18-U01,2005-08-17-11.49.26.104629,RAS,KERNEL,INFO,ciod: generated 64 core files for program /home/da/mpi-testscripts/alltoall,E69
86663,-,1118770960,2005.06.14,R21-M0-NA-C:J02-U01,2005-06-14-10.42.40.253203,RAS,KERNEL,FATAL,data store interrupt caused by icbi.........0,E99
109893,-,1118811250,2005.06.14,R02-M1-N0-C:J12-U11,2005-06-14-21.54.10.159911,RAS,KERNEL,INFO,instruction cache parity error corrected,E189
27877,-,1118292415,2005.06.08,R20-M0-N0-C:J16-U01,2005-06-08-21.46.55.782790,RAS,KERNEL,INFO,generating core.3876,E168
339361,-,1121900752,2005.07.20,R21-M0-NB-C:J08-U11,2005-07-20-16.05.52.485982,RAS,KERNEL,INFO,8 floating point alignment exceptions,E9
200558,-,1120449855,2005.07.03,R22-M0-N2-C:J11-U11,2005-07-03-21.04.15.675609,RAS,KERNEL,INFO,generating core.15357,E168
194506,-,1120351656,2005.07.02,R01-M0-ND-C:J03-U11,2005-07-02-17.47.36.739455,RAS,KERNEL,INFO,generating core.5531,E168
473002,-,1127078508,2005.09.18,R63-M1-NC-C:J06-U01,2005-09-18-14.21.48.788872,RAS,KERNEL,INFO,"CE sym 13, at 0x1395cec0, mask 0x01",E38
477711,-,1127243345,2005.09.20,NULL,2005-09-20-12.09.05.729631,RAS,MMCS,ERROR,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",E221
260359,-,1120958490,2005.07.09,R22-M0-NF-C:J08-U01,2005-07-09-18.21.30.277489,RAS,KERNEL,INFO,generating core.12682,E168
490683,-,1127886765,2005.09.27,R32-M0-N2-C:J15-U11,2005-09-27-22.52.45.131394,RAS,KERNEL,INFO,total of 1 ddr error(s) detected and corrected,E354
522202,-,1131058345,2005.11.03,R67-M1-N0-C:J03-U11,2005-11-03-14.52.25.728978,RAS,KERNEL,INFO,iar 00106228 dear 0244c21c,E173
333504,-,1121706932,2005.07.18,R22-M1-N7-C:J05-U11,2005-07-18-10.15.32.810512,RAS,KERNEL,INFO,generating core.16891,E168
484941,-,1127264395,2005.09.20,R77-M1-N0-I:J18-U11,2005-09-20-17.59.55.497532,RAS,APP,FATAL,"ciod: Error loading /home/yates//torus-latency.rts: invalid or missing program image, No such file or directory",E56
533085,-,1131060654,2005.11.03,R67-M0-NF-C:J09-U01,2005-11-03-15.30.54.439710,RAS,KERNEL,INFO,iar 00106568 dear 02494c1c,E173
525498,-,1131059335,2005.11.03,R66-M1-N8-C:J04-U11,2005-11-03-15.08.55.756207,RAS,KERNEL,INFO,iar 00106228 dear 0244c21c,E173
71608,KERNSTOR,1118768163,2005.06.14,R01-M1-NC-C:J16-U01,2005-06-14-09.56.03.169032,RAS,KERNEL,FATAL,data storage interrupt,E98
293715,-,1121308534,2005.07.13,R05-M0-N4-C:J08-U11,2005-07-13-19.35.34.061534,RAS,KERNEL,INFO,generating core.1390,E168
506111,-,1129683227,2005.10.18,R73-M1-N2-C:J17-U01,2005-10-18-17.53.47.997660,RAS,KERNEL,INFO,"1 ddr errors(s) detected and corrected on rank 0, symbol 28, bit 0",E5
175265,-,1120216142,2005.07.01,R33-M1-N2-C:J14-U01,2005-07-01-04.09.02.039040,RAS,KERNEL,INFO,generating core.11204,E168
153102,-,1119896591,2005.06.27,R22-M0-N2-C:J05-U11,2005-06-27-11.23.11.532320,RAS,KERNEL,INFO,generating core.319,E168
273286,-,1120972598,2005.07.09,R04-M1-NC-C:J12-U01,2005-07-09-22.16.38.693494,RAS,KERNEL,INFO,generating core.3397,E168
200266,-,1120449805,2005.07.03,R27-M1-N6-C:J09-U01,2005-07-03-21.03.25.090148,RAS,KERNEL,INFO,generating core.4462,E168
348291,-,1122132777,2005.07.23,R15-M0-NA-C:J05-U01,2005-07-23-08.32.57.285984,RAS,KERNEL,INFO,generating core.13399,E168
278562,-,1121007032,2005.07.10,R34-M0-N4-C:J08-U01,2005-07-10-07.50.32.261819,RAS,KERNEL,INFO,generating core.17606,E168
53515,-,1118699777,2005.06.13,R22-M0-N8-I:J18-U01,2005-06-13-14.56.17.176665,RAS,KERNEL,INFO,ciod: Message code 0 is not 51 or 4294967295,E75
331447,-,1121599516,2005.07.17,R23-M1-N0-C:J09-U01,2005-07-17-04.25.16.209557,RAS,KERNEL,INFO,generating core.15326,E168
360495,-,1122164895,2005.07.23,R16-M0-N7-C:J02-U01,2005-07-23-17.28.15.269982,RAS,KERNEL,INFO,15 floating point alignment exceptions,E9
447420,-,1125149048,2005.08.27,R12-M1-NA-C:J15-U01,2005-08-27-06.24.08.660500,RAS,KERNEL,INFO,"CE sym 34, at 0x039e6960, mask 0x08",E38
130,-,1117838738,2005.06.03,R02-M1-N0-C:J12-U11,2005-06-03-15.45.38.620476,RAS,KERNEL,INFO,instruction cache parity error corrected,E189
539315,-,1131064376,2005.11.03,R30-M1-N4-C:J12-U11,2005-11-03-16.32.56.672602,RAS,KERNEL,INFO,2354412 floating point alignment exceptions,E9
245180,-,1120937979,2005.07.09,R22-M0-N6-C:J17-U11,2005-07-09-12.39.39.749645,RAS,KERNEL,INFO,generating core.58364,E168
556934,-,1131141227,2005.11.04,R63-M0-ND-C:J12-U01,2005-11-04-13.53.47.120676,RAS,KERNEL,INFO,iar 001066c4 dear 0252522c,E173
506846,-,1129855271,2005.10.20,R04-M1-N4-I:J18-U11,2005-10-20-17.41.11.972426,RAS,KERNEL,INFO,ciod: generated 64 core files for program /home/rfisher/sodscaling/_32partition/flash2,E69
121724,-,1119303812,2005.06.20,R23-M1-NC-C:J05-U11,2005-06-20-14.43.32.839867,RAS,KERNEL,INFO,generating core.671,E168
72295,-,1118768266,2005.06.14,R24-M1-NA-C:J15-U11,2005-06-14-09.57.46.022274,RAS,KERNEL,FATAL,exception syndrome register: 0x00800000,E145
389232,-,1122431766,2005.07.26,R05-M0-N5-C:J16-U01,2005-07-26-19.36.06.311341,RAS,KERNEL,INFO,generating core.43392,E168
53103,-,1118687238,2005.06.13,R22-M1-NA-C:J04-U11,2005-06-13-11.27.18.335946,RAS,KERNEL,INFO,generating core.271,E168
527786,-,1131059596,2005.11.03,R67-M1-N4-C:J15-U01,2005-11-03-15.13.16.509614,RAS,KERNEL,INFO,iar 001061dc dear 0244c25c,E173
599509,-,1133447688,2005.12.01,R17-M0-NA-C:J13-U11,2005-12-01-06.34.48.433203,RAS,KERNEL,INFO,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,E12
527255,-,1131059535,2005.11.03,R67-M1-NA-C:J02-U01,2005-11-03-15.12.15.190876,RAS,KERNEL,INFO,iar 001061dc dear 0244c25c,E173
394518,-,1122576672,2005.07.28,R34-M1-N0-C:J04-U01,2005-07-28-11.51.12.738634,RAS,KERNEL,INFO,generating core.15559,E168
84621,-,1118770709,2005.06.14,R24-M0-N8-C:J05-U11,2005-06-14-10.38.29.160345,RAS,KERNEL,FATAL,store operation.............................1,E341
247493,-,1120938486,2005.07.09,R14-M1-NB-C:J13-U11,2005-07-09-12.48.06.146895,RAS,KERNEL,INFO,generating core.37225,E168
364078,-,1122165478,2005.07.23,R15-M0-N7-C:J15-U11,2005-07-23-17.37.58.914772,RAS,KERNEL,INFO,5 floating point alignment exceptions,E9
511942,-,1130620827,2005.10.29,R46-M0-N4-C:J08-U11,2005-10-29-14.20.27.614080,RAS,KERNEL,INFO,"CE sym 14, at 0x10cc63e0, mask 0x02",E38
481967,-,1127243540,2005.09.20,NULL,2005-09-20-12.12.20.418679,RAS,MMCS,ERROR,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",E221
565220,-,1131409080,2005.11.07,R62-M0-N4-C:J04-U01,2005-11-07-16.18.00.145329,RAS,KERNEL,INFO,iar 001061e8 dear 0244cb8c,E173
494574,-,1128433865,2005.10.04,R61-M1-N8-I:J18-U11,2005-10-04-06.51.05.373328,RAS,KERNEL,INFO,ciod: generated 98 core files for program /home/spelce1/HPCC_IBM/Urgent/VNM/32K/vnm.rts,E69
567843,-,1131477515,2005.11.08,R62-M0-N1-C:J08-U11,2005-11-08-11.18.35.349970,RAS,KERNEL,INFO,24642705 floating point alignment exceptions,E9
56264,-,1118709967,2005.06.13,R15-M1-N3-C:J03-U01,2005-06-13-17.46.07.475650,RAS,KERNEL,FATAL,instruction address: 0x00004ed8,E187
624879,-,1133454949,2005.12.01,R52-M1-NF-C:J13-U01,2005-12-01-08.35.49.448310,RAS,KERNEL,INFO,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,E12
265954,-,1120968601,2005.07.09,R24-M0-N8-C:J14-U01,2005-07-09-21.10.01.502573,RAS,KERNEL,INFO,generating core.32396,E168
290753,-,1121308172,2005.07.13,R30-M1-N4-C:J02-U11,2005-07-13-19.29.32.827806,RAS,KERNEL,INFO,generating core.30295,E168
168294,-,1120148343,2005.06.30,R00-M0-N9-C:J16-U01,2005-06-30-09.19.03.936150,RAS,KERNEL,INFO,generating core.768,E168
34934,KERNDTLB,1118539383,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-18.23.03.614611,RAS,KERNEL,FATAL,data TLB error interrupt,E15
300054,-,1121311325,2005.07.13,R32-M1-N2-C:J05-U01,2005-07-13-20.22.05.552409,RAS,KERNEL,INFO,generating core.14823,E168
317184,-,1121495345,2005.07.15,R37-M1-N3-C:J04-U11,2005-07-15-23.29.05.382563,RAS,KERNEL,INFO,generating core.53939,E168
313213,-,1121451290,2005.07.15,R07-M1-N0-I:J18-U01,2005-07-15-11.14.50.293144,RAS,KERNEL,INFO,ciod: pollControlDescriptors: Detected the debugger died.,E77
341093,-,1121901179,2005.07.20,R07-M0-N3-C:J04-U11,2005-07-20-16.12.59.456586,RAS,KERNEL,INFO,8 floating point alignment exceptions,E9
493517,APPSEV,1128269412,2005.10.02,R26-M1-N4-I:J18-U11,2005-10-02-09.10.12.394525,RAS,APP,FATAL,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:33278: Link has been severed,E65
109207,-,1118810287,2005.06.14,R02-M1-N0-C:J12-U11,2005-06-14-21.38.07.169550,RAS,KERNEL,INFO,instruction cache parity error corrected,E189
612136,-,1133448457,2005.12.01,R74-M1-NB-C:J05-U11,2005-12-01-06.47.37.779515,RAS,KERNEL,INFO,"10730 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",E22
164960,-,1120145646,2005.06.30,R00-M1-NB-C:J14-U01,2005-06-30-08.34.06.435317,RAS,KERNEL,INFO,generating core.29696,E168
304654,-,1121312291,2005.07.13,R35-M1-NE-C:J13-U11,2005-07-13-20.38.11.017083,RAS,KERNEL,INFO,generating core.8373,E168
289677,-,1121259991,2005.07.13,R03-M0-N3-C:J02-U11,2005-07-13-06.06.31.261947,RAS,KERNEL,INFO,"CE sym 33, at 0x00dbd200, mask 0x80",E38
215709,-,1120776047,2005.07.07,R25-M0-N1-C:J02-U11,2005-07-07-15.40.47.079697,RAS,KERNEL,INFO,643424688 double-hummer alignment exceptions,E6
647891,-,1134195801,2005.12.09,R01-M0-N8-C:J14-U11,2005-12-09-22.23.21.955547,RAS,KERNEL,INFO,"4 ddr error(s) detected and corrected on rank 0, symbol 26 over 1367 seconds",E4
546924,-,1131126109,2005.11.04,R62-M0-N6-C:J12-U11,2005-11-04-09.41.49.938387,RAS,KERNEL,INFO,28818 floating point alignment exceptions,E9
644567,-,1133929334,2005.12.06,R23-M1-N3-C:J16-U01,2005-12-06-20.22.14.382579,RAS,KERNEL,INFO,"Kernel detected 4038194 integer alignment exceptions (4038187) iar 0x00544ea8, dear 0x01f095a0 (4038188) iar 0x00544eb8, dear 0x01f095c0 (4038189) iar 0x00544ea8, dear 0x01f095e0 (4038190) iar 0x00544eb8, dear 0x01f09600 (4038191) iar 0x00544ee0, dear 0x01f09620 (4038192) iar 0x00544ef0, dear 0x01f09640 (4038193) iar 0x00544ee0, dear 0x01f09660 (4038194) iar 0x00544ef0, dear 0x01f09680",E173
125863,-,1119479392,2005.06.22,R21-M1-N8-C:J03-U11,2005-06-22-15.29.52.361897,RAS,KERNEL,INFO,2576000 double-hummer alignment exceptions,E6
81855,-,1118770364,2005.06.14,R21-M0-ND-C:J07-U01,2005-06-14-10.32.44.252312,RAS,KERNEL,FATAL,program interrupt: trap instruction.........0,E308
631649,-,1133455312,2005.12.01,R40-M0-NE-C:J11-U11,2005-12-01-08.41.52.071105,RAS,KERNEL,INFO,"10736 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",E22
520224,-,1131058172,2005.11.03,R65-M1-NE-C:J08-U11,2005-11-03-14.49.32.774038,RAS,KERNEL,INFO,iar 00106210 dear 0244c20c,E173
232823,-,1120932822,2005.07.09,R26-M1-NE-C:J09-U01,2005-07-09-11.13.42.161159,RAS,KERNEL,INFO,generating core.606,E168
102818,-,1118772926,2005.06.14,R25-M1-N6-C:J05-U01,2005-06-14-11.15.26.483152,RAS,KERNEL,FATAL,machine check enable..............0,E204
258746,-,1120957406,2005.07.09,R01-M0-N1-C:J17-U11,2005-07-09-18.03.26.659846,RAS,KERNEL,INFO,generating core.1848,E168
173254,-,1120175878,2005.06.30,R12-M1-NA-C:J16-U11,2005-06-30-16.57.58.613892,RAS,KERNEL,INFO,"CE sym 26, at 0x161850e0, mask 0x01",E38
246709,-,1120938317,2005.07.09,R10-M0-NB-C:J14-U11,2005-07-09-12.45.17.318243,RAS,KERNEL,INFO,generating core.62504,E168
529986,-,1131060225,2005.11.03,R66-M1-N3-C:J07-U01,2005-11-03-15.23.45.286424,RAS,KERNEL,INFO,iar 00106568 dear 02494bbc,E173
182439,-,1120259982,2005.07.01,R23-M1-N6-C:J10-U11,2005-07-01-16.19.42.016270,RAS,KERNEL,INFO,1146800 double-hummer alignment exceptions,E6
320231,-,1121496001,2005.07.15,R17-M1-N5-C:J08-U01,2005-07-15-23.40.01.749345,RAS,KERNEL,INFO,generating core.10890,E168
4478,-,1117959530,2005.06.05,R25-M1-N3-C:J06-U01,2005-06-05-01.18.50.591259,RAS,KERNEL,INFO,generating core.1762,E168
251835,-,1120940256,2005.07.09,R27-M0-NF-C:J16-U11,2005-07-09-13.17.36.400520,RAS,KERNEL,INFO,generating core.16952,E168
52272,KERNDTLB,1118558129,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-23.35.29.767558,RAS,KERNEL,FATAL,data TLB error interrupt,E15
559756,-,1131147081,2005.11.04,R63-M0-N4-C:J09-U11,2005-11-04-15.31.21.510000,RAS,KERNEL,INFO,iar 0010621c dear 02f670bc,E173
253068,-,1120940525,2005.07.09,R15-M1-N3-C:J13-U11,2005-07-09-13.22.05.628845,RAS,KERNEL,INFO,generating core.45545,E168
572457,-,1131579928,2005.11.09,R62-M0-NA-C:J04-U11,2005-11-09-15.45.28.036569,RAS,KERNEL,INFO,iar 00106b90 dear 0246dd6c,E173
326031,-,1121598353,2005.07.17,R21-M0-N6-C:J16-U01,2005-07-17-04.05.53.938517,RAS,KERNEL,INFO,generating core.49308,E168
22114,-,1118146860,2005.06.07,R10-M1-N5-C:J04-U11,2005-06-07-05.21.00.118564,RAS,KERNEL,INFO,"CE sym 3, at 0x07d02da0, mask 0x80",E38
50031,KERNDTLB,1118555765,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-22.56.05.891001,RAS,KERNEL,FATAL,data TLB error interrupt,E15
69265,KERNSTOR,1118767913,2005.06.14,R24-M1-N5-C:J09-U11,2005-06-14-09.51.53.279158,RAS,KERNEL,FATAL,data storage interrupt,E98
355847,-,1122143927,2005.07.23,R22-M0-ND-C:J02-U01,2005-07-23-11.38.47.067040,RAS,KERNEL,INFO,generating core.30603,E168
276295,-,1121006642,2005.07.10,R33-M0-N2-C:J15-U01,2005-07-10-07.44.02.696381,RAS,KERNEL,INFO,generating core.23524,E168
519178,-,1131058083,2005.11.03,R66-M0-N7-C:J15-U11,2005-11-03-14.48.03.449196,RAS,KERNEL,INFO,640764 floating point alignment exceptions,E9
540814,-,1131066776,2005.11.03,R26-M0-N5-C:J04-U11,2005-11-03-17.12.56.206456,RAS,KERNEL,INFO,62500 floating point alignment exceptions,E9
411709,-,1123110792,2005.08.03,NULL,2005-08-03-16.13.12.110142,RAS,MMCS,ERROR,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",E221
380001,-,1122256819,2005.07.24,R11-M0-N2-C:J16-U11,2005-07-24-19.00.19.893338,RAS,KERNEL,INFO,generating core.20652,E168
17943,-,1118079937,2005.06.06,R02-M1-N0-C:J12-U11,2005-06-06-10.45.37.235208,RAS,KERNEL,INFO,instruction cache parity error corrected,E189
387021,-,1122431311,2005.07.26,R14-M1-N5-C:J11-U11,2005-07-26-19.28.31.574415,RAS,KERNEL,INFO,generating core.36329,E168
273900,-,1120973992,2005.07.09,R00-M1-NF-C:J16-U01,2005-07-09-22.39.52.846664,RAS,KERNEL,INFO,generating core.3072,E168
319939,-,1121495935,2005.07.15,R35-M1-NE-C:J05-U11,2005-07-15-23.38.55.567287,RAS,KERNEL,INFO,generating core.49527,E168
432212,-,1124738063,2005.08.22,R26-M0-N8-I:J18-U01,2005-08-22-12.14.23.043416,RAS,KERNEL,INFO,ciod: generated 128 core files for program /home/germann2/BGL-demo/SPaSM_mpi,E69
248317,-,1120938668,2005.07.09,R04-M1-N1-C:J06-U01,2005-07-09-12.51.08.611652,RAS,KERNEL,INFO,generating core.64898,E168
292373,-,1121308429,2005.07.13,R00-M1-NA-C:J09-U11,2005-07-13-19.33.49.265705,RAS,KERNEL,INFO,generating core.3614,E168
353734,-,1122143141,2005.07.23,R14-M1-NA-C:J06-U11,2005-07-23-11.25.41.549879,RAS,KERNEL,INFO,generating core.1358,E168
606525,-,1133448105,2005.12.01,R51-M1-N6-C:J11-U11,2005-12-01-06.41.45.464319,RAS,KERNEL,INFO,"10722 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",E22
456129,-,1125223185,2005.08.28,R55-M1-N5-C:J10-U01,2005-08-28-02.59.45.450271,RAS,KERNEL,INFO,iar 00149ee0 dear 009a6928,E173
575973,-,1131583892,2005.11.09,R63-M0-N4-C:J03-U11,2005-11-09-16.51.32.482399,RAS,KERNEL,INFO,iar 00106448 dear 0244a0cc,E173
642410,-,1133926022,2005.12.06,R31-M1-N1-C:J12-U11,2005-12-06-19.27.02.988563,RAS,KERNEL,INFO,"Kernel detected 3504798 integer alignment exceptions (3504791) iar 0x00544ea8, dear 0x01eeea80 (3504792) iar 0x00544eb8, dear 0x01eeeaa0 (3504793) iar 0x00544ea8, dear 0x01eeeac0 (3504794) iar 0x00544eb8, dear 0x01eeeae0 (3504795) iar 0x00544ee0, dear 0x01eeeb00 (3504796) iar 0x00544ef0, dear 0x01eeeb20 (3504797) iar 0x00544ee0, dear 0x01eeeb40 (3504798) iar 0x00544ef0, dear 0x01eeeb60",E173
572965,-,1131581400,2005.11.09,R62-M0-N0-C:J15-U11,2005-11-09-16.10.00.387205,RAS,KERNEL,INFO,iar 00106ba8 dear 0246de3c,E173
508923,-,1130079232,2005.10.23,R14-M1-NF-C:J17-U11,2005-10-23-07.53.52.262674,RAS,KERNEL,INFO,"CE sym 5, at 0x0a673300, mask 0x04",E38
29561,-,1118354048,2005.06.09,R25-M0-NA-C:J16-U01,2005-06-09-14.54.08.163279,RAS,KERNEL,INFO,generating core.2628,E168
629850,-,1133455265,2005.12.01,R61-M0-N9-C:J04-U11,2005-12-01-08.41.05.601252,RAS,KERNEL,INFO,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,E12
257179,-,1120956558,2005.07.09,R20-M0-N5-C:J04-U01,2005-07-09-17.49.18.460001,RAS,KERNEL,INFO,generating core.13387,E168
324703,-,1121598044,2005.07.17,R21-M1-NB-C:J12-U11,2005-07-17-04.00.44.028501,RAS,KERNEL,INFO,generating core.12345,E168
608602,-,1133448241,2005.12.01,R67-M0-NF-C:J03-U01,2005-12-01-06.44.01.669158,RAS,KERNEL,INFO,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,E12
26481,-,1118210570,2005.06.07,R22-M0-N1-C:J16-U11,2005-06-07-23.02.50.952298,RAS,KERNEL,INFO,generating core.424,E168
113746,KERNRTSP,1118901744,2005.06.15,R27-M0-NC-C:J10-U11,2005-06-15-23.02.24.983576,RAS,KERNEL,FATAL,rts panic! - stopping execution,E328
352450,-,1122139720,2005.07.23,R05-M0-N4-C:J03-U01,2005-07-23-10.28.40.634843,RAS,KERNEL,INFO,15 floating point alignment exceptions,E9
526385,-,1131059437,2005.11.03,R66-M1-NB-C:J08-U01,2005-11-03-15.10.37.892838,RAS,KERNEL,INFO,iar 001061dc dear 0244c25c,E173
594415,-,1132950084,2005.11.25,R62-M1-N8-I:J18-U01,2005-11-25-12.21.24.119741,RAS,KERNEL,INFO,"ciod: Received signal 15, code=0, errno=0, address=0x000001b4",E221
399218,-,1122579002,2005.07.28,R37-M1-N7-C:J04-U01,2005-07-28-12.30.02.929789,RAS,KERNEL,INFO,generating core.8515,E168
538174,-,1131063812,2005.11.03,R56-M0-NE-C:J06-U01,2005-11-03-16.23.32.274880,RAS,KERNEL,INFO,2354412 floating point alignment exceptions,E9
164245,-,1120145465,2005.06.30,R32-M0-N5-C:J03-U11,2005-06-30-08.31.05.924571,RAS,KERNEL,INFO,generating core.4083,E168
106767,-,1118773736,2005.06.14,R25-M1-N1-C:J02-U11,2005-06-14-11.28.56.627400,RAS,KERNEL,FATAL,data address space................0,E96
6630,-,1117975656,2005.06.05,R26-M0-NA-C:J11-U01,2005-06-05-05.47.36.578197,RAS,KERNEL,INFO,generating core.1877,E168
279297,-,1121111733,2005.07.11,R35-M1-N4-I:J18-U11,2005-07-11-12.55.33.135312,RAS,APP,FATAL,"ciod: Error loading /home/greeno/raptor.new.dev.3d.BGL.CXX_XL.MPI.ex: invalid or missing program image, No such file or directory",E56
466015,-,1125945438,2005.09.05,R61-M0-NB-C:J05-U01,2005-09-05-11.37.18.144102,RAS,KERNEL,INFO,"CE sym 25, at 0x00e1a480, mask 0x40",E38
348933,-,1122132869,2005.07.23,R11-M0-ND-C:J02-U01,2005-07-23-08.34.29.872591,RAS,KERNEL,INFO,generating core.4867,E168
553863,-,1131129716,2005.11.04,R62-M0-N1-C:J11-U01,2005-11-04-10.41.56.155351,RAS,KERNEL,INFO,iar 0010650c dear 0246a95c,E173
193539,-,1120267074,2005.07.01,R21-M1-N0-C:J04-U11,2005-07-01-18.17.54.954640,RAS,KERNEL,INFO,1146800 double-hummer alignment exceptions,E6
123824,-,1119400996,2005.06.21,R22-M0-N0-I:J18-U11,2005-06-21-17.43.16.134991,RAS,APP,FATAL,"ciod: Error loading ./runtime_init: invalid or missing program image, No such file or directory",E56
629952,-,1133455268,2005.12.01,R66-M1-N5-C:J12-U01,2005-12-01-08.41.08.503056,RAS,KERNEL,INFO,"10752 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",E22
592883,-,1132856131,2005.11.24,R54-M0-N4-I:J18-U01,2005-11-24-10.15.31.112425,RAS,KERNEL,INFO,"ciod: Received signal 15, code=0, errno=0, address=0x00000230",E221
190004,-,1120265414,2005.07.01,R20-M1-N6-C:J13-U01,2005-07-01-17.50.14.184247,RAS,KERNEL,INFO,458720 double-hummer alignment exceptions,E6
435629,-,1125082167,2005.08.26,R62-M1-NC-C:J03-U01,2005-08-26-11.49.27.909755,RAS,KERNEL,INFO,iar 003a90fc dear 00b356b8,E173
372958,-,1122167505,2005.07.23,R13-M0-N4-C:J15-U11,2005-07-23-18.11.45.245835,RAS,KERNEL,INFO,685 floating point alignment exceptions,E9
225250,-,1120924638,2005.07.09,R33-M1-N0-C:J08-U11,2005-07-09-08.57.18.915406,RAS,KERNEL,INFO,generating core.11734,E168
644771,-,1133929519,2005.12.06,R30-M1-ND-C:J11-U01,2005-12-06-20.25.19.620263,RAS,KERNEL,INFO,"Kernel detected 4893242 integer alignment exceptions (4893235) iar 0x00544ea8, dear 0x01fcd6a0 (4893236) iar 0x00544eb8, dear 0x01fcd6c0 (4893237) iar 0x00544ea8, dear 0x01fcd6e0 (4893238) iar 0x00544eb8, dear 0x01fcd700 (4893239) iar 0x00544ee0, dear 0x01fcd720 (4893240) iar 0x00544ef0, dear 0x01fcd740 (4893241) iar 0x00544ee0, dear 0x01fcd760 (4893242) iar 0x00544ef0, dear 0x01fcd780",E173
354295,-,1122143216,2005.07.23,R11-M1-ND-C:J12-U01,2005-07-23-11.26.56.284754,RAS,KERNEL,INFO,generating core.2561,E168
152876,-,1119881010,2005.06.27,R03-M0-NB-C:J10-U11,2005-06-27-07.03.30.513446,RAS,KERNEL,INFO,"CE sym 12, at 0x1b78a340, mask 0x40",E38
517006,-,1131057287,2005.11.03,R63-M0-N1-C:J04-U01,2005-11-03-14.34.47.882223,RAS,KERNEL,INFO,iar 001061e8 dear 0244c1fc,E173
11647,-,1117985548,2005.06.05,R32-M1-N4-C:J06-U01,2005-06-05-08.32.28.963421,RAS,KERNEL,INFO,generating core.7142,E168
370284,-,1122166697,2005.07.23,R15-M1-N0-C:J08-U01,2005-07-23-17.58.17.980487,RAS,KERNEL,INFO,5 floating point alignment exceptions,E9
483965,-,1127245442,2005.09.20,R63-M1-N0,2005-09-20-12.44.02.034021,NULL,DISCOVERY,INFO,"Node card VPD check: U01 node in processor card slot J18 do not match. VPD ecid 04D58137C22FFFFF09091BD04AE6, found 04C38087E02FFFFF0D071B6096D9",E271
359677,-,1122164790,2005.07.23,R10-M0-N5-C:J03-U01,2005-07-23-17.26.30.392941,RAS,KERNEL,INFO,15 floating point alignment exceptions,E9
396072,-,1122577149,2005.07.28,R37-M0-N7-C:J11-U01,2005-07-28-11.59.09.517542,RAS,KERNEL,INFO,generating core.4961,E168
438184,-,1125083340,2005.08.26,R61-M1-N6-C:J03-U01,2005-08-26-12.09.00.562917,RAS,KERNEL,INFO,iar 003a9260 dear 00fcefd8,E173
